Run,Trial,enter room,exit room,next room,triage,Mean
48,Trial-103,0.763157895,1,0.933333333,0.769230769,0.866430499
48,Trial-264,0.543478261,0.933333333,1,0.610169492,0.771745271
48,Trial-132,0.527777778,1,0.846153846,0.615384615,0.74732906
48,Trial-260,0.407407407,1,0.928571429,0.830508475,0.791621828
48,Trial-123,0.609756098,1,0.882352941,0.65625,0.78708976
48,Trial-84,0.317073171,1,0.933333333,0.574468085,0.706218647
48,Trial-61,0.484848485,1,0.769230769,0.470588235,0.681166872
48,Trial-240,0.676470588,0.928571429,0.833333333,0.714285714,0.788165266
48,Trial-55,0.29787234,1,0.9375,0.656716418,0.72302219
48,Trial-44,0.5,1,0.909090909,0.596153846,0.751311189
48,Trial-136,0.647058824,1,0.8,0.6875,0.783639706
48,Trial-111,0.642857143,0.95,0.571428571,0.419354839,0.645910138
48,Trial-135,0.567567568,1,0.923076923,0.590909091,0.770388395
48,Trial-81,0.5,1,0.9,0.586206897,0.746551724
49,Trial-134,0.5,1,0.923076923,0.5,0.730769231
49,Trial-58,0.291666667,1,0.75,0.666666667,0.677083333
49,Trial-252,0.564102564,1,0.857142857,0.533333333,0.738644689
49,Trial-45,,,,,
49,Trial-198,0.714285714,1,0.941176471,0.870967742,0.881607482
49,Trial-241,0.419354839,1,1,0.571428571,0.747695853
49,Trial-190,0.484848485,1,0.928571429,0.64516129,0.764645301
49,Trial-105,0.733333333,1,0.818181818,0.607843137,0.789839572
49,Trial-238,0.857142857,1,0.833333333,0.8,0.872619048
49,Trial-131,0.592592593,0.944444444,1,0.4375,0.743634259
49,Trial-69,0.5,1,0.941176471,0.617021277,0.764549437
49,Trial-196,0.25,1,0.8,0.5,0.6375
49,Trial-213,0.580645161,1,0.933333333,0.655172414,0.792287727
49,Trial-108,0.5,1,1,0.666666667,0.791666667
49,Trial-195,0.371428571,1,0.769230769,0.56097561,0.675408738
49,Trial-78,0.418604651,1,1,0.594202899,0.753201887
49,Trial-212,0.653846154,0.956521739,0.947368421,0.441860465,0.749899195
49,Trial-232,0.666666667,1,0.944444444,0.444444444,0.763888889
49,Trial-223,0.5,1,0.866666667,0.633333333,0.75
49,Trial-266,0.538461538,1,1,0.730769231,0.817307692
49,Trial-156,0.657894737,1,0.857142857,0.407407407,0.73061125
49,Trial-220,0.545454545,1,0.875,0.745454545,0.791477273
49,Trial-102,0.363636364,1,1,0.663366337,0.756750675
49,Trial-254,0.59375,0.947368421,0.944444444,0.72,0.801390716
49,Trial-242,0.542857143,1,0.947368421,0.473684211,0.740977444
49,Trial-199,0.674418605,1,0.875,0.614035088,0.790863423
49,Trial-184,0.547619048,1,0.8125,0.538461538,0.724645147
49,Trial-267,0.526315789,0.952380952,0.75,0.769230769,0.749481878
49,Trial-62,0.580645161,1,0.9,0.6,0.77016129
49,Trial-47,0.481481481,1,0.933333333,0.689655172,0.776117497
49,Trial-118,0.588235294,0.95,0.923076923,0.666666667,0.781994721
49,Trial-236,0.625,1,1,0.5625,0.796875
49,Trial-176,0.5,1,0.818181818,0.743589744,0.76544289
49,Trial-154,0.5625,1,0.857142857,0.531914894,0.737889438
49,Trial-79,0.428571429,1,0.857142857,0.6875,0.743303571
49,Trial-137,0.660377358,1,1,0.459459459,0.779959204
49,Trial-180,0.548387097,1,0.785714286,0.463414634,0.699379004
49,Trial-225,,,0.666666667,,0.666666667
49,Trial-147,0.451612903,1,1,0.675,0.781653226
49,Trial-76,0.510204082,1,1,0.714285714,0.806122449
49,Trial-80,0.545454545,1,0.8125,0.588235294,0.73654746
49,Trial-265,0.535714286,1,0.8,0.866666667,0.800595238
49,Trial-71,0.742857143,1,0.882352941,0.681818182,0.826757066
49,Trial-224,0.428571429,1,0.916666667,0.65625,0.750372024
49,Trial-181,0.5,1,0.8,0.8,0.775
49,Trial-110,0.666666667,1,0.714285714,0.551724138,0.73316913
49,Trial-169,0.657142857,1,0.833333333,0.8,0.822619048
49,Trial-123,0.609756098,1,0.882352941,0.65625,0.78708976
49,Trial-84,0.317073171,1,0.9375,0.574468085,0.707260314
49,Trial-200,0.766666667,1,0.9,0.655737705,0.830601093
49,Trial-120,0.8125,1,0.941176471,0.766666667,0.880085784
49,Trial-210,0.423076923,0.923076923,0.777777778,0.642857143,0.691697192
49,Trial-92,0.466666667,1,0.923076923,0.6,0.747435897
49,Trial-127,0.631578947,1,0.6,0.714285714,0.736466165
49,Trial-135,0.609756098,1,0.928571429,0.590909091,0.782309154
49,Trial-81,0.53125,1,0.818181818,0.586206897,0.733909679
50,Trial-134,0.476190476,1,0.928571429,0.5,0.726190476
50,Trial-269,0.538461538,1,0.9,0.655172414,0.773408488
50,Trial-252,0.540540541,1,0.846153846,0.533333333,0.73000693
50,Trial-197,0.526315789,1,0.818181818,0.84375,0.797061902
50,Trial-174,0.567567568,1,0.75,0.85,0.791891892
50,Trial-96,0.322580645,1,1,0.647058824,0.742409867
50,Trial-268,0.714285714,1,0.9375,0.739130435,0.847729037
50,Trial-239,0.5,1,,1,0.833333333
50,Trial-213,0.606060606,1,0.9375,0.655172414,0.799683255
50,Trial-108,0.523809524,1,1,0.666666667,0.797619048
50,Trial-163,0.564102564,1,1,0.764705882,0.832202112
50,Trial-248,0.5,1,1,0.777777778,0.819444444
50,Trial-227,0.608695652,0.928571429,0.857142857,0.639344262,0.75843855
50,Trial-144,0.44,1,0.846153846,0.906976744,0.798282648
50,Trial-109,0.652173913,1,0.941176471,0.35,0.735837596
50,Trial-232,0.653846154,1,0.9375,0.444444444,0.75894765
50,Trial-129,0.333333333,1,0.555555556,0.636363636,0.631313131
50,Trial-73,0.473684211,0.875,0.928571429,0.7,0.74431391
50,Trial-60,0.461538462,1,0.857142857,0.648648649,0.741832492
50,Trial-99,0.5,1,0.866666667,0.307692308,0.668589744
50,Trial-259,0.696969697,1,0.818181818,0.888888889,0.851010101
50,Trial-95,0.375,1,0.916666667,0.619047619,0.727678571
50,Trial-220,0.545454545,1,0.875,0.745454545,0.791477273
50,Trial-143,0.666666667,1,0.857142857,0.694915254,0.804681195
50,Trial-160,0.694444444,1,0.933333333,0.483870968,0.777912186
50,Trial-222,0.5,1,1,0.608695652,0.777173913
50,Trial-47,0.5,1,0.933333333,0.689655172,0.780747126
50,Trial-121,0.583333333,1,1,0.740740741,0.831018519
50,Trial-172,0.318181818,1,0.875,0.677419355,0.717650293
50,Trial-226,0.59375,1,0.769230769,0.666666667,0.757411859
50,Trial-175,0.863636364,0.92,0.833333333,0.615384615,0.808088578
50,Trial-217,0.470588235,0.96,0.9,0.652173913,0.745690537
50,Trial-101,0.465116279,1,0.785714286,0.642276423,0.723276747
50,Trial-79,0.428571429,1,0.833333333,0.6875,0.73735119
50,Trial-180,0.588235294,1,0.8,0.463414634,0.712912482
50,Trial-75,0.697674419,0.958333333,0.941176471,0.764705882,0.840472526
50,Trial-202,0.565217391,1,0.923076923,0.52,0.752073579
50,Trial-243,0.538461538,1,1,0.44,0.744615385
50,Trial-147,,,,,
50,Trial-128,0.7,1,0.833333333,0.555555556,0.772222222
50,Trial-76,0.510204082,1,1,0.714285714,0.806122449
50,Trial-91,0.377777778,0.992857143,0.923076923,0.657142857,0.737713675
50,Trial-193,0.697674419,1,0.941176471,0.375,0.753462722
50,Trial-110,0.653846154,1,0.666666667,0.551724138,0.71805924
50,Trial-183,0.423076923,1,1,0.347826087,0.692725753
50,Trial-205,0.45,1,1,0.481481481,0.73287037
50,Trial-87,0.432432432,1,0.928571429,0.588235294,0.737309789
50,Trial-123,0.658536585,1,0.888888889,0.65625,0.800918869
50,Trial-159,0.545454545,0.962962963,1,0.6875,0.798979377
50,Trial-61,0.46875,1,0.785714286,0.470588235,0.68126313
50,Trial-120,0.823529412,1,0.9375,0.766666667,0.88192402
50,Trial-240,0.666666667,0.928571429,0.875,0.714285714,0.796130952
50,Trial-250,0.666666667,1,0.941176471,0.510204082,0.779511805
50,Trial-146,0.547619048,1,0.933333333,0.827586207,0.827134647
50,Trial-117,0.527777778,1,0.928571429,0.692307692,0.787164225
50,Trial-81,0.545454545,1,0.909090909,0.586206897,0.760188088
51,Trial-157,0.704545455,1,1,0.884615385,0.89729021
51,Trial-100,0.477272727,1,0.823529412,0.633333333,0.733533868
51,Trial-126,0.58974359,1,0.933333333,0.846153846,0.842307692
51,Trial-113,0.519230769,1,0.866666667,0.603448276,0.747336428
51,Trial-162,0.666666667,1,0.777777778,0.541666667,0.746527778
51,Trial-115,0.575,1,1,0.625,0.8
51,Trial-148,0.647058824,1,0.9375,0.785714286,0.842568277
51,Trial-268,0.714285714,1,0.9375,0.739130435,0.847729037
51,Trial-66,0.633333333,1,0.888888889,0.675675676,0.799474474
51,Trial-108,0.526315789,1,1,0.666666667,0.798245614
51,Trial-163,0.564102564,1,1,0.764705882,0.832202112
51,Trial-248,0.471698113,1,1,0.777777778,0.812368973
51,Trial-257,0.621621622,1,0.888888889,0.868852459,0.844840742
51,Trial-109,0.619047619,1,1,0.35,0.742261905
51,Trial-223,0.548387097,1,0.875,0.633333333,0.764180108
51,Trial-60,0.421052632,1,0.818181818,0.648648649,0.721970775
51,Trial-155,0.404761905,1,0.944444444,0.578947368,0.732038429
51,Trial-119,0.575757576,1,0.928571429,0.833333333,0.834415584
51,Trial-145,0.631578947,1,0.941176471,0.7,0.818188854
51,Trial-254,0.558823529,0.947368421,0.947368421,0.72,0.793390093
51,Trial-242,0.485714286,1,0.944444444,0.473684211,0.725960735
51,Trial-222,0.514285714,1,0.916666667,0.608695652,0.759912008
51,Trial-216,0.666666667,1,0.846153846,0.672727273,0.796386946
51,Trial-62,0.466666667,1,0.833333333,0.5,0.7
51,Trial-172,0.318181818,1,0.875,0.677419355,0.717650293
51,Trial-118,0.6,0.95,0.928571429,0.666666667,0.786309524
51,Trial-236,0.625,1,1,0.5625,0.796875
51,Trial-176,0.571428571,1,0.833333333,0.743589744,0.787087912
51,Trial-175,0.875,0.92,0.769230769,0.615384615,0.794903846
51,Trial-104,0.652173913,1,0.818181818,0.647058824,0.779353639
51,Trial-154,0.566666667,1,0.846153846,0.531914894,0.736183852
51,Trial-72,0.590909091,1,0.818181818,0.538461538,0.736888112
51,Trial-243,0.538461538,1,1,0.44,0.744615385
51,Trial-237,0.483870968,1,0.916666667,0.565217391,0.741438756
51,Trial-57,0.375,0.998986829,0.928571429,0.6,0.725639564
51,Trial-80,0.590909091,1,0.823529412,0.588235294,0.750668449
51,Trial-48,0.657142857,1,0.928571429,0.725490196,0.82780112
51,Trial-246,0.653846154,1,0.727272727,0.590909091,0.743006993
51,Trial-265,0.566666667,1,0.727272727,0.866666667,0.790151515
51,Trial-91,0.395348837,0.992857143,0.909090909,0.657142857,0.738609937
51,Trial-209,0.53125,1,0.866666667,0.722222222,0.780034722
51,Trial-193,0.621621622,1,0.928571429,0.375,0.731298263
51,Trial-273,0.565217391,1,1,0.733333333,0.824637681
51,Trial-224,0.5,1,1,0.65625,0.7890625
51,Trial-181,0.5,1,0.818181818,0.8,0.779545455
51,Trial-183,0.541666667,1,1,0.347826087,0.722373188
51,Trial-114,0.529411765,1,0.785714286,0.605263158,0.730097302
51,Trial-103,0.763157895,1,0.933333333,0.769230769,0.866430499
51,Trial-132,0.5,1,0.916666667,0.615384615,0.758012821
51,Trial-169,0.625,1,0.8,0.8,0.80625
51,Trial-250,0.642857143,1,0.9375,0.510204082,0.772640306
51,Trial-146,0.547619048,1,0.933333333,0.827586207,0.827134647
51,Trial-88,0.513513514,1,0.923076923,0.636363636,0.768238518
51,Trial-117,0.514285714,1,0.923076923,0.692307692,0.782417582
51,Trial-228,0.605263158,1,0.785714286,0.8,0.797744361
51,Trial-112,0.557377049,1,0.947368421,0.625,0.782436368
52,Trial-51,0.632653061,0.928571429,0.944444444,0.627906977,0.783393978
52,Trial-58,0.392857143,1,0.8,0.666666667,0.714880952
52,Trial-157,0.738095238,1,1,0.884615385,0.905677656
52,Trial-206,0.5,1,0.769230769,0.675675676,0.736226611
52,Trial-122,0.6,0.9375,1,0.787878788,0.831344697
52,Trial-251,0.459459459,0.954545455,0.933333333,0.513513514,0.71521294
52,Trial-238,0.857142857,1,0.833333333,0.8,0.872619048
52,Trial-174,0.567567568,1,0.75,0.85,0.791891892
52,Trial-96,0.388888889,1,1,0.647058824,0.758986928
52,Trial-131,0.620689655,0.944444444,1,0.4375,0.750658525
52,Trial-268,0.714285714,1,0.9375,0.739130435,0.847729037
52,Trial-69,0.5,1,0.9375,0.617021277,0.763630319
52,Trial-196,0.142857143,1,0.75,0.5,0.598214286
52,Trial-213,0.580645161,1,0.933333333,0.655172414,0.792287727
52,Trial-108,0.512820513,1,1,0.666666667,0.794871795
52,Trial-227,0.6,0.928571429,0.866666667,0.639344262,0.758645589
52,Trial-245,0.552631579,1,0.916666667,0.714285714,0.79589599
52,Trial-144,0.44,1,0.846153846,0.906976744,0.798282648
52,Trial-204,0.620689655,1,1,0.333333333,0.738505747
52,Trial-232,0.666666667,1,1,0.444444444,0.777777778
52,Trial-73,0.444444444,0.875,0.928571429,0.7,0.737003968
52,Trial-156,0.657894737,1,0.928571429,0.407407407,0.748468393
52,Trial-151,0.5625,1,0.9375,0.789473684,0.822368421
52,Trial-258,0.621621622,1,0.916666667,0.777777778,0.829016517
52,Trial-155,0.425,1,0.933333333,0.578947368,0.734320175
52,Trial-160,0.636363636,1,0.933333333,0.483870968,0.763391984
52,Trial-242,0.542857143,1,0.944444444,0.473684211,0.740246449
52,Trial-229,0.485714286,1,0.923076923,0.724137931,0.783232285
52,Trial-184,0.552631579,1,0.8,0.538461538,0.722773279
52,Trial-267,0.55,0.952380952,0.785714286,0.769230769,0.764331502
52,Trial-62,0.575757576,1,0.909090909,0.6,0.771212121
52,Trial-47,0.481481481,1,0.928571429,0.689655172,0.774927021
52,Trial-176,0.5,1,0.818181818,0.743589744,0.76544289
52,Trial-226,0.535714286,1,0.818181818,0.666666667,0.755140693
52,Trial-175,0.869565217,0.92,0.727272727,0.615384615,0.78305564
52,Trial-217,0.470588235,0.96,0.818181818,0.652173913,0.725235992
52,Trial-153,0.595744681,1,1,0.714285714,0.827507599
52,Trial-154,0.533333333,1,0.846153846,0.531914894,0.727850518
52,Trial-137,0.672727273,1,0.952380952,0.459459459,0.771141921
52,Trial-72,0.555555556,1,0.9,0.541666667,0.749305556
52,Trial-225,,,0.666666667,,0.666666667
52,Trial-243,0.538461538,1,1,0.44,0.744615385
52,Trial-80,0.6,1,0.8,0.588235294,0.747058824
52,Trial-265,0.566666667,1,0.818181818,0.866666667,0.812878788
52,Trial-152,0.425,0.952380952,0.916666667,0.772727273,0.766693723
52,Trial-209,0.53125,1,0.866666667,0.722222222,0.780034722
52,Trial-193,0.657894737,1,0.933333333,0.375,0.741557018
52,Trial-171,0.558139535,0.928571429,0.933333333,0.694915254,0.778739888
52,Trial-260,0.407407407,1,0.928571429,0.830508475,0.791621828
52,Trial-189,0.333333333,1,0.75,0.461538462,0.636217949
52,Trial-240,0.685714286,0.928571429,0.875,0.714285714,0.800892857
52,Trial-55,0.311111111,1,0.9375,0.656716418,0.726331882
52,Trial-92,0.47826087,1,1,0.6,0.769565217
52,Trial-93,0.511627907,1,0.941176471,0.651162791,0.775991792
52,Trial-117,0.545454545,1,0.916666667,0.692307692,0.788607226
52,Trial-203,0.714285714,0.882352941,0.857142857,0.428571429,0.720588235
53,Trial-269,0.534883721,1,0.916666667,0.655172414,0.7766807
53,Trial-77,0.5625,1,0.923076923,0.736842105,0.805604757
53,Trial-157,0.755555556,1,1,0.884615385,0.910042735
53,Trial-256,0.590909091,1,0.769230769,0.814814815,0.793738669
53,Trial-231,0.56097561,1,1,0.773584906,0.833640129
53,Trial-82,0.461538462,0.995951417,0.875,0.607142857,0.734908184
53,Trial-201,0.586206897,1,0.8,0.866666667,0.813218391
53,Trial-197,0.55,1,0.769230769,0.84375,0.790745192
53,Trial-49,0.5,0.95,0.909090909,0.510204082,0.717323748
53,Trial-148,0.666666667,1,0.928571429,0.785714286,0.845238095
53,Trial-238,0.651162791,1,0.9375,0.909090909,0.874438425
53,Trial-66,0.625,1,0.866666667,0.675675676,0.791835586
53,Trial-163,0.5,1,0.833333333,1,0.833333333
53,Trial-257,0.647058824,1,0.875,0.868852459,0.847727821
53,Trial-245,0.605263158,1,0.916666667,0.714285714,0.809053885
53,Trial-78,0.444444444,1,1,0.594202899,0.759661836
53,Trial-182,0.657894737,1,0.941176471,0.181818182,0.695222347
53,Trial-266,0.538461538,1,1,0.730769231,0.817307692
53,Trial-258,0.675675676,1,0.916666667,0.777777778,0.84253003
53,Trial-83,0.421052632,0.996742671,0.888888889,0.6,0.726671048
53,Trial-65,0.333333333,1,0.8,0.875,0.752083333
53,Trial-102,0.222222222,1,0.8,0.666666667,0.672222222
53,Trial-160,0.685714286,1,0.933333333,0.483870968,0.775729647
53,Trial-219,0.837837838,1,0.875,0.379310345,0.773037046
53,Trial-179,0.75,1,0.857142857,0.695652174,0.825698758
53,Trial-118,0.5,,,1,0.75
53,Trial-226,0.566666667,1,0.75,0.666666667,0.745833333
53,Trial-104,0.68,1,0.769230769,0.647058824,0.774072398
53,Trial-56,0.517241379,1,0.769230769,0.657534247,0.736001599
53,Trial-221,0.222222222,1,0.8,1,0.755555556
53,Trial-180,0.6,1,0.785714286,0.463414634,0.71228223
53,Trial-89,0.307692308,1,0.909090909,0.644444444,0.715306915
53,Trial-75,0.756097561,0.958333333,0.941176471,0.764705882,0.855078312
53,Trial-237,0.542857143,1,0.923076923,0.62962963,0.773890924
53,Trial-48,0.657142857,1,0.928571429,0.725490196,0.82780112
53,Trial-246,0.607142857,1,0.75,0.590909091,0.737012987
53,Trial-152,0.452380952,0.952380952,0.923076923,0.772727273,0.775141525
53,Trial-91,0.395348837,0.992857143,0.909090909,0.657142857,0.738609937
53,Trial-273,0.583333333,1,1,0.733333333,0.829166667
53,Trial-247,0.714285714,1,0.8,0.857142857,0.842857143
53,Trial-181,0.52,1,0.8,0.8,0.78
53,Trial-133,0.743589744,1,0.636363636,0.294117647,0.668517757
53,Trial-205,0.388888889,1,0.909090909,0.481481481,0.69486532
53,Trial-87,0.416666667,1,1,0.588235294,0.75122549
53,Trial-185,0.458333333,1,0.916666667,0.458333333,0.708333333
53,Trial-84,0.317073171,1,0.933333333,0.574468085,0.706218647
53,Trial-61,0.53125,1,0.785714286,0.470588235,0.69688813
53,Trial-116,0.6,1,0.941176471,0.487179487,0.757088989
53,Trial-138,0.717948718,1,0.857142857,0.583333333,0.789606227
53,Trial-210,0.375,0.923076923,0.875,0.642857143,0.703983516
53,Trial-215,0.552631579,1,0.9375,0.587301587,0.769358292
53,Trial-136,0.5,1,0.75,0.5,0.6875
53,Trial-228,0.628571429,1,0.75,0.8,0.794642857
53,Trial-112,0.583333333,1,0.944444444,0.625,0.788194444
53,Trial-106,0.45,1,1,0.6,0.7625
53,Trial-173,0.323529412,1,0.933333333,0.7,0.739215686
54,Trial-113,0.519230769,1,0.857142857,0.603448276,0.744955476
54,Trial-241,0.485714286,1,0.923076923,0.571428571,0.745054945
54,Trial-82,0.487804878,0.995951417,0.882352941,0.607142857,0.743313023
54,Trial-201,0.575757576,1,0.692307692,0.866666667,0.783682984
54,Trial-94,0.526315789,1,0.941176471,0.590909091,0.764600338
54,Trial-105,0.571428571,1,0.5,0.333333333,0.601190476
54,Trial-69,0.5,1,0.882352941,0.617021277,0.749843554
54,Trial-66,0.625,1,0.928571429,0.675675676,0.807311776
54,Trial-108,0.45,1,1,0.666666667,0.779166667
54,Trial-177,0.625,1,0.6,0.741935484,0.741733871
54,Trial-78,0.428571429,1,1,0.594202899,0.755693582
54,Trial-212,0.654545455,0.956521739,0.95,0.441860465,0.750731915
54,Trial-139,0.512820513,1,0.9375,0.84,0.822580128
54,Trial-63,0.657142857,1,0.928571429,0.707317073,0.82325784
54,Trial-156,0.684210526,1,0.866666667,0.407407407,0.73957115
54,Trial-99,0.464285714,1,0.833333333,0.307692308,0.651327839
54,Trial-140,0.571428571,0.95,0.923076923,0.666666667,0.77779304
54,Trial-95,0.333333333,1,0.923076923,0.619047619,0.718864469
54,Trial-145,0.611111111,1,0.9375,0.7,0.812152778
54,Trial-219,0.72972973,1,0.9375,0.379310345,0.761635019
54,Trial-222,0.526315789,1,1,0.608695652,0.78375286
54,Trial-230,0.653846154,1,0.941176471,0.771428571,0.841612799
54,Trial-216,0.636363636,1,0.833333333,0.672727273,0.785606061
54,Trial-62,0.466666667,1,0.857142857,0.5,0.705952381
54,Trial-47,0.5,1,0.933333333,0.689655172,0.780747126
54,Trial-118,0.625,0.95,1,0.666666667,0.810416667
54,Trial-236,0.647058824,1,1,0.5625,0.802389706
54,Trial-153,0.583333333,1,0.9375,0.714285714,0.808779762
54,Trial-101,0.475,1,0.8,0.642276423,0.729319106
54,Trial-154,0.575757576,1,0.866666667,0.531914894,0.743584784
54,Trial-79,0.5,1,0.833333333,0.6875,0.755208333
54,Trial-180,0.548387097,1,0.785714286,0.463414634,0.699379004
54,Trial-72,0.590909091,1,0.833333333,0.538461538,0.740675991
54,Trial-75,0.707317073,0.958333333,0.9375,0.764705882,0.841964072
54,Trial-202,0.590909091,1,0.923076923,0.52,0.758496503
54,Trial-243,0.513513514,1,1,0.44,0.738378378
54,Trial-147,0.451612903,1,0.928571429,0.675,0.763796083
54,Trial-128,0.565217391,1,0.75,0.555555556,0.717693237
54,Trial-152,0.452380952,0.952380952,0.923076923,0.772727273,0.775141525
54,Trial-91,0.409090909,0.992857143,0.846153846,0.657142857,0.726311189
54,Trial-107,0.421052632,1,0.916666667,0.612903226,0.737655631
54,Trial-218,0.571428571,1,1,0.666666667,0.80952381
54,Trial-74,0.578947368,1,0.928571429,0.882352941,0.847467935
54,Trial-171,0.55,0.928571429,1,0.694915254,0.793371671
54,Trial-205,0.45,1,0.909090909,0.481481481,0.710143098
54,Trial-169,0.621621622,1,0.75,0.8,0.792905405
54,Trial-200,0.71875,1,0.909090909,0.655737705,0.820894654
54,Trial-270,0.583333333,0.954545455,1,0.62962963,0.791877104
54,Trial-68,0.523809524,1,0.923076923,0.743589744,0.797619048
54,Trial-262,0.59375,1,0.769230769,0.769230769,0.783052885
54,Trial-189,0.272727273,1,0.714285714,0.461538462,0.612137862
54,Trial-210,0.423076923,0.923076923,0.777777778,0.642857143,0.691697192
54,Trial-44,0.52,1,0.916666667,0.596153846,0.758205128
54,Trial-250,0.633333333,1,0.941176471,0.510204082,0.771178471
54,Trial-117,0.514285714,1,0.923076923,0.692307692,0.782417582
54,Trial-112,0.55,1,1,0.625,0.79375
55,Trial-58,0.3,1,0.625,0.673469388,0.649617347
55,Trial-252,0.266666667,1,0.846153846,0.75,0.715705128
55,Trial-162,0.647058824,1,0.888888889,0.541666667,0.769403595
55,Trial-201,0.636363636,1,0.692307692,0.866666667,0.798834499
55,Trial-115,0.6,1,1,0.625,0.80625
55,Trial-124,0.703703704,1,0.7,0.777777778,0.79537037
55,Trial-174,0.542857143,1,0.833333333,0.85,0.806547619
55,Trial-96,0.387096774,1,1,0.647058824,0.758538899
55,Trial-131,0.642857143,0.944444444,1,0.4375,0.756200397
55,Trial-69,0.545454545,1,0.947368421,0.617021277,0.777461061
55,Trial-90,0.5,1,0.888888889,0.692307692,0.770299145
55,Trial-257,0.631578947,1,0.888888889,0.868852459,0.847330074
55,Trial-263,0.5,1,1,0.703703704,0.800925926
55,Trial-144,0.44,1,0.846153846,0.906976744,0.798282648
55,Trial-204,0.666666667,1,1,0.333333333,0.75
55,Trial-165,0.666666667,1,0.941176471,0.702702703,0.82763646
55,Trial-129,0.368421053,1,0.625,0.636363636,0.657446172
55,Trial-255,0.285714286,1,0.909090909,0.8,0.748701299
55,Trial-235,0.5,1,0.8,0.75,0.7625
55,Trial-99,0.515151515,1,0.857142857,0.307692308,0.66999667
55,Trial-214,0.675675676,1,0.882352941,0.633333333,0.797840488
55,Trial-258,0.625,1,0.909090909,0.777777778,0.827967172
55,Trial-140,0.55,0.95,0.916666667,0.666666667,0.770833333
55,Trial-259,0.6875,1,0.8,0.888888889,0.844097222
55,Trial-83,0.421052632,0.996742671,0.842105263,0.6,0.714975141
55,Trial-161,0.625,1,1,0.705882353,0.832720588
55,Trial-65,0.518518519,1,0.933333333,0.903225806,0.838769415
55,Trial-145,0.684210526,1,0.941176471,0.7,0.831346749
55,Trial-62,0.59375,1,0.888888889,0.6,0.770659722
55,Trial-172,0.318181818,1,0.882352941,0.677419355,0.719488529
55,Trial-130,0.511111111,0.9375,0.933333333,0.789473684,0.792854532
55,Trial-180,0.636363636,1,0.823529412,0.463414634,0.730826921
55,Trial-48,0.617647059,1,0.857142857,0.725490196,0.800070028
55,Trial-246,0.642857143,1,0.833333333,0.590909091,0.766774892
55,Trial-91,0.377777778,0.992857143,0.923076923,0.657142857,0.737713675
55,Trial-71,0.707317073,1,0.888888889,0.681818182,0.819506036
55,Trial-247,0.490196078,1,1,0.7,0.79754902
55,Trial-218,0.526315789,1,1,0.666666667,0.798245614
55,Trial-74,0.578947368,1,0.923076923,0.882352941,0.846094308
55,Trial-133,0.736842105,1,0.7,0.294117647,0.682739938
55,Trial-183,0.458333333,1,1,0.347826087,0.701539855
55,Trial-205,0.45,1,0.916666667,0.481481481,0.712037037
55,Trial-264,0.185185185,0.75,0.882352941,0.666666667,0.621051198
55,Trial-132,0.5,1,0.916666667,0.615384615,0.758012821
55,Trial-169,0.657142857,1,0.818181818,0.8,0.818831169
55,Trial-185,0.5,1,0.909090909,0.458333333,0.716856061
55,Trial-260,0.407407407,1,0.933333333,0.830508475,0.792812304
55,Trial-159,0.5,0.962962963,1,0.6875,0.787615741
55,Trial-240,0.666666667,0.928571429,0.875,0.714285714,0.796130952
55,Trial-250,0.633333333,1,0.9375,0.510204082,0.770259354
55,Trial-215,0.552631579,1,0.9375,0.587301587,0.769358292
55,Trial-88,0.527777778,1,0.9,0.636363636,0.766035354
55,Trial-135,0.621621622,1,0.916666667,0.590909091,0.782299345
55,Trial-244,0.785714286,1,0.7,0.76744186,0.813289037
55,Trial-85,0.384615385,1,0.916666667,0.551724138,0.713251547
55,Trial-173,0.28125,1,0.933333333,0.7,0.728645833
56,Trial-252,0.585365854,1,0.846153846,0.533333333,0.741213258
56,Trial-207,0.48,1,0.818181818,0.72972973,0.756977887
56,Trial-149,0.5,1,0.769230769,0.608695652,0.719481605
56,Trial-113,0.519230769,1,0.857142857,0.603448276,0.744955476
56,Trial-82,0.457142857,0.995951417,0.857142857,0.607142857,0.729344997
56,Trial-124,0.724137931,1,0.75,0.777777778,0.812978927
56,Trial-251,0.459459459,0.956521739,0.933333333,0.513513514,0.715707011
56,Trial-105,0.733333333,1,0.727272727,0.607843137,0.767112299
56,Trial-69,0.523809524,1,0.944444444,0.617021277,0.771318811
56,Trial-213,0.648648649,1,0.941176471,0.655172414,0.811249383
56,Trial-66,0.653846154,1,0.933333333,0.675675676,0.815713791
56,Trial-108,0.523809524,1,1,0.666666667,0.797619048
56,Trial-204,0.580645161,1,1,0.333333333,0.728494624
56,Trial-165,0.666666667,1,0.941176471,0.702702703,0.82763646
56,Trial-232,0.678571429,1,0.944444444,0.444444444,0.766865079
56,Trial-235,0.666666667,1,1,0.590909091,0.814393939
56,Trial-99,0.46875,1,0.857142857,0.307692308,0.658396291
56,Trial-214,0.638888889,1,0.888888889,0.633333333,0.790277778
56,Trial-140,0.6,0.95,0.846153846,0.666666667,0.765705128
56,Trial-259,0.722222222,1,0.818181818,0.888888889,0.857323232
56,Trial-95,0.357142857,1,0.9,0.619047619,0.719047619
56,Trial-211,0.636363636,1,0.916666667,0.714285714,0.816829004
56,Trial-254,0.617647059,0.947368421,0.947368421,0.72,0.808095975
56,Trial-199,0.70212766,1,0.882352941,0.614035088,0.799628922
