Run,Trial,enter room,exit room,next room,triage,Mean
44,Trial-179,0.75,1,0.857142857,0.695652174,0.825698758
44,Trial-121,0.617647059,1,1,0.740740741,0.83959695
44,Trial-118,0.636363636,0.95,0.916666667,0.666666667,0.792424242
44,Trial-226,0.535714286,1,0.818181818,0.666666667,0.755140693
44,Trial-97,0.583333333,1,0.6875,0.555555556,0.706597222
44,Trial-225,,,0.5,,0.5
44,Trial-243,0.567567568,1,1,0.44,0.751891892
44,Trial-128,0.666666667,1,0.833333333,0.555555556,0.763888889
44,Trial-80,0.578947368,1,0.866666667,0.588235294,0.758462332
44,Trial-193,0.675,1,0.933333333,0.375,0.745833333
44,Trial-218,0.55,1,1,0.666666667,0.804166667
44,Trial-86,0.357142857,1,0.928571429,0.533333333,0.704761905
44,Trial-181,0.52,1,0.8,0.8,0.78
44,Trial-171,0.558139535,0.928571429,0.9375,0.694915254,0.779781554
44,Trial-64,0.541666667,1,0.888888889,0.7,0.782638889
44,Trial-114,0.529411765,1,0.8,0.605263158,0.733668731
44,Trial-169,0.621621622,1,0.75,0.8,0.792905405
44,Trial-260,0.448275862,1,0.9375,0.830508475,0.804071084
44,Trial-208,0.6,0.916666667,0.9375,0.678571429,0.783184524
44,Trial-189,0.333333333,1,0.666666667,0.461538462,0.615384615
44,Trial-59,0.424242424,0.995633188,0.75,0.666666667,0.70913557
44,Trial-240,0.64516129,0.928571429,0.933333333,0.714285714,0.805337942
44,Trial-55,0.266666667,1,0.933333333,0.656716418,0.714179104
44,Trial-93,0.511627907,1,0.941176471,0.651162791,0.775991792
44,Trial-187,0.555555556,1,1,0.804878049,0.840108401
44,Trial-136,0.6875,1,0.777777778,0.6875,0.788194444
44,Trial-112,0.542372881,1,0.941176471,0.625,0.777137338
44,Trial-135,0.621621622,1,0.916666667,0.590909091,0.782299345
44,Trial-81,0.5,1,0.9,0.586206897,0.746551724
45,Trial-134,0.523809524,1,0.933333333,0.5,0.739285714
45,Trial-58,0.32,1,0.666666667,0.666666667,0.663333333
45,Trial-77,0.571428571,1,0.928571429,0.736842105,0.809210526
45,Trial-157,0.704545455,1,0.95,0.884615385,0.88479021
45,Trial-207,0.48,1,0.833333333,0.72972973,0.760765766
45,Trial-100,0.418604651,1,0.875,0.633333333,0.731734496
45,Trial-198,0.757575758,1,0.933333333,0.870967742,0.890469208
45,Trial-113,0.519230769,1,0.866666667,0.603448276,0.747336428
45,Trial-162,0.647058824,1,0.9,0.541666667,0.772181373
45,Trial-197,0.526315789,1,0.818181818,0.84375,0.797061902
45,Trial-49,0.527777778,0.95,0.923076923,0.510204082,0.727764696
45,Trial-105,0.724137931,1,0.75,0.607843137,0.770495267
45,Trial-174,0.542857143,1,0.818181818,0.85,0.80275974
45,Trial-98,0.434782609,0.9375,1,0.454545455,0.706707016
45,Trial-213,0.580645161,1,0.933333333,0.655172414,0.792287727
45,Trial-108,0.512195122,1,1,0.666666667,0.794715447
45,Trial-177,0.625,1,0.636363636,0.741935484,0.75082478
45,Trial-245,0.605263158,1,0.916666667,0.714285714,0.809053885
45,Trial-109,0.608695652,1,0.947368421,0.35,0.726516018
45,Trial-212,0.654545455,0.956521739,0.95,0.441860465,0.750731915
45,Trial-139,0.512820513,1,0.9375,0.84,0.822580128
45,Trial-182,0.694444444,1,0.9375,0.181818182,0.703440657
45,Trial-63,0.657142857,1,0.928571429,0.707317073,0.82325784
45,Trial-214,0.567567568,1,0.933333333,0.633333333,0.783558559
45,Trial-155,0.414634146,1,0.941176471,0.578947368,0.733689496
45,Trial-259,0.696969697,1,0.818181818,0.888888889,0.851010101
45,Trial-65,,,0.666666667,,0.666666667
45,Trial-145,0.611111111,1,0.941176471,0.7,0.813071895
45,Trial-102,0.391304348,1,1,0.663366337,0.763667671
45,Trial-242,0.485714286,1,0.944444444,0.473684211,0.725960735
45,Trial-230,0.653846154,1,0.9375,0.771428571,0.840693681
45,Trial-154,0.548387097,1,0.866666667,0.531914894,0.736742164
45,Trial-97,0.583333333,1,0.6875,0.555555556,0.706597222
45,Trial-72,0.590909091,1,0.818181818,0.538461538,0.736888112
45,Trial-202,0.590909091,1,0.928571429,0.52,0.75987013
45,Trial-237,0.527777778,1,0.857142857,0.62962963,0.753637566
45,Trial-128,0.6,1,0.75,0.555555556,0.726388889
45,Trial-76,0.510204082,1,1,0.714285714,0.806122449
45,Trial-209,0.516129032,1,0.857142857,0.722222222,0.773873528
45,Trial-107,0.421052632,1,0.923076923,0.612903226,0.739258195
45,Trial-193,0.658536585,1,0.882352941,0.375,0.728972382
45,Trial-71,0.742857143,1,0.882352941,0.681818182,0.826757066
45,Trial-273,0.545454545,1,1,0.733333333,0.81969697
45,Trial-233,0.578947368,1,0.857142857,0.75,0.796522556
45,Trial-110,0.64,1,0.6,0.551724138,0.697931034
45,Trial-261,0.581395349,0.944444444,1,0.830508475,0.839087067
45,Trial-205,0.45,1,0.909090909,0.481481481,0.710143098
45,Trial-260,0.444444444,1,0.933333333,0.830508475,0.802071563
45,Trial-61,0.444444444,1,0.785714286,0.470588235,0.675186741
45,Trial-141,0.631578947,1,1,0.727272727,0.839712919
45,Trial-192,0.4,,0.6,1,0.666666667
45,Trial-187,0.526315789,1,1,0.804878049,0.83279846
45,Trial-88,0.485714286,1,0.909090909,0.636363636,0.757792208
45,Trial-117,0.514285714,1,0.923076923,0.692307692,0.782417582
45,Trial-244,0.769230769,1,0.7,0.76744186,0.809168157
45,Trial-85,0.36,1,0.909090909,0.551724138,0.705203762
46,Trial-77,0.545454545,1,0.923076923,0.736842105,0.801343393
46,Trial-206,0.5,1,0.846153846,0.675675676,0.75545738
46,Trial-45,,,,,
46,Trial-126,0.58974359,1,0.933333333,0.846153846,0.842307692
46,Trial-113,0.5,1,0.857142857,0.603448276,0.740147783
46,Trial-115,0.575,1,0.928571429,0.625,0.782142857
46,Trial-122,0.6,0.9375,1,0.787878788,0.831344697
46,Trial-190,0.432432432,1,0.9375,0.64516129,0.753773431
46,Trial-124,0.724137931,1,0.666666667,0.777777778,0.792145594
46,Trial-251,0.461538462,0.956521739,0.941176471,0.513513514,0.718187546
46,Trial-238,0.5,1,0.9,0.625,0.75625
46,Trial-46,0.491525424,1,0.875,0.642384106,0.752227382
46,Trial-66,0.708333333,1,0.928571429,0.675675676,0.828145109
46,Trial-163,0.555555556,1,1,0.764705882,0.830065359
46,Trial-257,0.666666667,1,0.882352941,0.868852459,0.854468017
46,Trial-165,0.636363636,1,0.933333333,0.702702703,0.818099918
46,Trial-212,0.653846154,0.956521739,0.947368421,0.441860465,0.749899195
46,Trial-139,0.512820513,1,0.9375,0.84,0.822580128
46,Trial-232,0.678571429,1,0.941176471,0.444444444,0.766048086
46,Trial-182,0.694444444,1,0.9375,0.181818182,0.703440657
46,Trial-255,0.423076923,1,1,0.7,0.780769231
46,Trial-151,0.533333333,1,0.933333333,0.789473684,0.814035088
46,Trial-99,0.517241379,1,0.916666667,0.307692308,0.685400088
46,Trial-214,0.696969697,1,0.933333333,0.633333333,0.815909091
46,Trial-161,0.647058824,1,1,0.705882353,0.838235294
46,Trial-160,0.675675676,1,0.933333333,0.483870968,0.773219994
46,Trial-219,0.837837838,1,0.875,0.379310345,0.773037046
46,Trial-179,0.75862069,1,0.875,0.695652174,0.832318216
46,Trial-184,0.613636364,1,0.823529412,0.538461538,0.743906828
46,Trial-230,0.64,1,0.9375,0.771428571,0.837232143
46,Trial-267,,1,0.5,0.857142857,0.785714286
46,Trial-62,0.466666667,1,0.833333333,0.5,0.7
46,Trial-172,0.35,1,0.933333333,0.677419355,0.740188172
46,Trial-236,0.628571429,1,1,0.5625,0.797767857
46,Trial-79,0.428571429,1,0.857142857,0.6875,0.743303571
46,Trial-72,0.590909091,1,0.833333333,0.538461538,0.740675991
46,Trial-75,0.725,0.958333333,0.9375,0.764705882,0.846384804
46,Trial-225,,,0.666666667,,0.666666667
46,Trial-50,0.675675676,1,1,0.541666667,0.804335586
46,Trial-147,0.451612903,1,1,0.675,0.781653226
46,Trial-209,0.516129032,1,0.857142857,0.722222222,0.773873528
46,Trial-74,0.55,1,0.928571429,0.882352941,0.840231092
46,Trial-114,0.542857143,1,0.785714286,0.605263158,0.733458647
46,Trial-264,0.543478261,0.933333333,1,0.610169492,0.771745271
46,Trial-185,0.52173913,1,0.916666667,0.458333333,0.724184783
46,Trial-123,0.674418605,1,0.888888889,0.65625,0.804889373
46,Trial-159,0.5,0.962962963,1,0.6875,0.787615741
46,Trial-189,0.666666667,,,1,0.833333333
46,Trial-59,0.40625,0.995633188,0.818181818,0.666666667,0.721682918
46,Trial-120,0.818181818,1,0.894736842,0.766666667,0.869896332
46,Trial-92,0.466666667,1,1,0.6,0.766666667
46,Trial-44,0.52,1,0.909090909,0.596153846,0.756311189
46,Trial-250,0.642857143,1,0.933333333,0.510204082,0.771598639
46,Trial-215,0.552631579,1,0.9375,0.587301587,0.769358292
46,Trial-111,0.615384615,0.95,0.666666667,0.419354839,0.66285153
46,Trial-85,0.37037037,1,0.846153846,0.551724138,0.692062089
47,Trial-51,0.632653061,0.928571429,0.944444444,0.627906977,0.783393978
47,Trial-134,0.5,1,0.923076923,0.5,0.730769231
47,Trial-77,0.516129032,1,0.916666667,0.736842105,0.792409451
47,Trial-178,0.511111111,1,0.846153846,0.307692308,0.666239316
47,Trial-207,0.48,1,0.833333333,0.72972973,0.760765766
47,Trial-149,0.470588235,1,0.909090909,0.608695652,0.747093699
47,Trial-126,0.58974359,1,0.9375,0.846153846,0.843349359
47,Trial-162,0.666666667,1,0.777777778,0.541666667,0.746527778
47,Trial-82,0.461538462,0.995951417,0.866666667,0.607142857,0.732824851
47,Trial-201,0.588235294,1,0.769230769,0.866666667,0.806033183
47,Trial-197,0.526315789,1,0.818181818,0.84375,0.797061902
47,Trial-49,0.525,0.95,0.923076923,0.510204082,0.727070251
47,Trial-271,0.529411765,1,0.846153846,0.766666667,0.785558069
47,Trial-190,0.451612903,1,0.916666667,0.64516129,0.753360215
47,Trial-105,0.625,1,0.666666667,0.4,0.672916667
47,Trial-238,0.5,1,0.9,0.625,0.75625
47,Trial-268,,1,1,,1
47,Trial-98,0.423076923,0.9375,0.9,0.454545455,0.678780594
47,Trial-66,,,1,,1
47,Trial-90,0.444444444,1,0.882352941,0.692307692,0.754776269
47,Trial-144,0.461538462,1,0.846153846,0.906976744,0.803667263
47,Trial-204,0.592592593,1,1,0.333333333,0.731481481
47,Trial-165,0.636363636,1,0.928571429,0.702702703,0.816909442
47,Trial-73,0.444444444,0.875,0.933333333,0.7,0.738194444
47,Trial-60,0.421052632,1,0.833333333,0.648648649,0.725758653
47,Trial-186,0.617647059,1,0.928571429,0.619047619,0.791316527
47,Trial-155,,,1,,1
47,Trial-119,0.558823529,1,0.928571429,0.833333333,0.830182073
47,Trial-211,0.657142857,1,0.923076923,0.714285714,0.823626374
47,Trial-254,0.625,0.947368421,0.941176471,0.72,0.808386223
47,Trial-160,0.666666667,1,0.923076923,0.483870968,0.768403639
47,Trial-242,0.542857143,1,0.941176471,0.473684211,0.739429456
47,Trial-176,0.5,1,0.818181818,0.743589744,0.76544289
47,Trial-249,0.490196078,0.916666667,0.933333333,0.607142857,0.736834734
47,Trial-225,0.628571429,1,0.923076923,0.666666667,0.804578755
47,Trial-43,,,1,,1
47,Trial-76,0.551020408,1,0.916666667,0.714285714,0.795493197
47,Trial-80,0.55,1,0.8,0.588235294,0.734558824
47,Trial-170,0.472222222,1,0.923076923,0.891891892,0.821797759
47,Trial-142,0.588235294,1,0.928571429,0.78125,0.824514181
47,Trial-233,0.368421053,1,0.9,0.25,0.629605263
47,Trial-218,0.590909091,1,1,0.666666667,0.814393939
47,Trial-133,0.722222222,1,0.777777778,0.294117647,0.698529412
47,Trial-64,0.5,1,0.818181818,0.7,0.754545455
47,Trial-103,0.743589744,1,0.823529412,0.769230769,0.834087481
47,Trial-87,0.361111111,1,0.857142857,0.588235294,0.701622316
47,Trial-132,0.5,1,0.916666667,0.615384615,0.758012821
47,Trial-260,0.428571429,1,0.933333333,0.830508475,0.798103309
47,Trial-208,,,1,,1
47,Trial-84,0.317073171,1,0.9375,0.574468085,0.707260314
47,Trial-116,0.636363636,1,0.9375,0.487179487,0.765260781
47,Trial-44,0.52173913,1,0.888888889,0.596153846,0.751695466
47,Trial-88,0.125,1,0.75,0.642857143,0.629464286
47,Trial-228,0.594594595,1,0.785714286,0.8,0.79507722
47,Trial-191,0.567567568,0.944444444,0.933333333,0.64516129,0.772626659
47,Trial-173,0.34375,1,0.866666667,0.7,0.727604167
48,Trial-58,0.357142857,1,0.7,0.666666667,0.680952381
48,Trial-207,0.48,1,0.833333333,0.72972973,0.760765766
48,Trial-126,0.58974359,1,0.933333333,0.846153846,0.842307692
48,Trial-113,0.489795918,1,0.846153846,0.603448276,0.73484951
48,Trial-241,0.4,1,0.909090909,0.571428571,0.72012987
48,Trial-201,,,0.666666667,,0.666666667
48,Trial-190,0.484848485,1,0.928571429,0.64516129,0.764645301
48,Trial-251,0.473684211,0.956521739,0.941176471,0.513513514,0.721223983
48,Trial-238,0.857142857,1,0.833333333,0.8,0.872619048
48,Trial-46,0.466666667,1,0.875,0.642384106,0.746012693
48,Trial-196,0.25,1,0.8,0.5,0.6375
48,Trial-163,0.540540541,1,1,0.764705882,0.826311606
48,Trial-90,0.444444444,1,0.882352941,0.692307692,0.754776269
48,Trial-257,0.625,1,0.866666667,0.868852459,0.840129781
48,Trial-144,0.44,1,0.846153846,0.906976744,0.798282648
48,Trial-165,0.647058824,1,0.9375,0.702702703,0.821815382
48,Trial-195,0.384615385,1,0.8,0.56097561,0.686397749
48,Trial-109,0.619047619,1,0.9375,0.35,0.726636905
48,Trial-255,0.464285714,1,1,0.7,0.791071429
48,Trial-63,0.657142857,1,0.928571429,0.707317073,0.82325784
48,Trial-214,0.636363636,1,0.9375,0.633333333,0.801799242
48,Trial-155,0.425,1,0.9375,0.578947368,0.735361842
48,Trial-211,0.636363636,1,0.923076923,0.714285714,0.818431568
48,Trial-65,,,0.666666667,,0.666666667
48,Trial-254,0.59375,0.947368421,0.941176471,0.72,0.800573723
48,Trial-184,0.575,1,0.8,0.538461538,0.728365385
48,Trial-216,0.636363636,1,0.833333333,0.672727273,0.785606061
48,Trial-62,0.428571429,1,0.8,0.5,0.682142857
48,Trial-118,0.588235294,0.95,0.923076923,0.666666667,0.781994721
48,Trial-175,0.863636364,0.92,0.727272727,0.615384615,0.781573427
48,Trial-130,0.333333333,0.875,0.846153846,0.8,0.713621795
48,Trial-137,0.672727273,1,0.909090909,0.459459459,0.76031941
48,Trial-72,0.590909091,1,0.833333333,0.538461538,0.740675991
48,Trial-147,0.451612903,1,1,0.675,0.781653226
48,Trial-80,0.55,1,0.8,0.588235294,0.734558824
48,Trial-265,0.535714286,1,0.8,0.866666667,0.800595238
48,Trial-152,0.425,0.952380952,0.909090909,0.772727273,0.764799784
48,Trial-107,0.421052632,1,0.916666667,0.612903226,0.737655631
48,Trial-273,0.565217391,1,1,0.733333333,0.824637681
48,Trial-233,0.58974359,1,0.846153846,0.75,0.796474359
48,Trial-183,0.423076923,1,1,0.347826087,0.692725753
48,Trial-114,0.375,1,0.333333333,0.6,0.577083333
